"","language","created_at","watchers_sum","forks_sum","count","all_watchers","all_forks","fork_day_ratio","watchers_day_ratio","year","month"
"34","Java","2010-09-10",138,36,9,223824,39647,0.00090801321663682,0.000616555865322754,2010,9
"35","Java","2009-05-21",212,135,14,29434,5935,0.0227464195450716,0.0072025548685194,2009,5
"36","Java","2011-06-29",1126,387,92,30652,6449,0.0600093037680261,0.0367349601983557,2011,6
"37","Java","2011-01-28",57,34,9,513179,90401,0.000376102034269532,0.000111072354870328,2011,1
"38","Java","2010-10-13",1542,132,57,143057,21733,0.00607371278700594,0.0107789202905136,2010,10
"39","Java","2009-12-16",1,2,1,82220,22869,8.74546329091784e-05,1.21624908781318e-05,2009,12
"40","Java","2010-12-05",34,6,2,132469,16090,0.000372902423865755,0.000256663823234115,2010,12
"41","Java","2011-04-13",9595,5460,301,50287,11579,0.471543311166767,0.190804780559588,2011,4
"42","Java","2011-07-29",31109,15398,319,128962461,24438862,0.000630062070811644,0.000241225235303163,2011,7
"43","Java","2010-12-09",3345,1293,576,18951,4297,0.300907609960438,0.1765078359981,2010,12
"44","Java","2011-06-25",725,225,103,113078,24912,0.00903179190751445,0.00641150356391164,2011,6
"45","Java","2011-03-30",26288,8424,475,229288,28353,0.297111416781293,0.114650570461603,2011,3
"46","Java","2011-02-05",116,39,16,36673,10181,0.0038306649641489,0.00316309001172525,2011,2
"47","Java","2009-04-03",14,0,1,9747983,1120347,0,1.43619454404055e-06,2009,4
"48","Java","2010-08-02",61,37,3,457079,40585,0.000911666871997043,0.000133456142154857,2010,8
"49","Java","2011-08-28",618,239,45,57314,13753,0.0173780266123755,0.0107827057961406,2011,8
"50","Java","2009-05-13",59,28,3,2361,462,0.0606060606060606,0.0249894112664125,2009,5
"51","Java","2008-09-13",253,26,20,245293,46302,0.00056153081940305,0.00103141956761913,2008,9
"52","Java","2010-03-23",389,73,10,7032852,774279,9.4281260372553e-05,5.53118421943189e-05,2010,3
"53","Java","2011-10-30",255,86,106,38523,4746,0.0181205225453013,0.00661942216338291,2011,10
"54","Java","2010-06-23",2562,880,46,30405,6356,0.138451856513531,0.0842624568327578,2010,6
"55","Java","2009-09-07",22,2,1,83580,11803,0.000169448445310514,0.000263220866235942,2009,9
"56","Java","2009-09-14",189,84,5,16849,2937,0.0286006128702758,0.0112172829248027,2009,9
"57","Java","2008-11-16",53,15,1,11902,3096,0.00484496124031008,0.00445303310368005,2008,11
"58","Java","2010-07-28",86,50,8,34314,5446,0.00918105031215571,0.0025062656641604,2010,7
"59","Java","2010-09-25",1413,603,13,126051,12945,0.0465816917728853,0.0112097484351572,2010,9
"60","Java","2011-12-16",10778,3487,600,66009,12795,0.272528331379445,0.163280764744202,2011,12
"61","Java","2012-02-15",1955,1330,1028,575609,125891,0.010564694855073,0.00339640276646126,2012,2
"62","Java","2012-02-12",9030,8399,1054,39085,16553,0.507400471213677,0.231034923883843,2012,2
"63","Java","2008-09-15",6953,448,28,16731,2457,0.182336182336182,0.415575877114339,2008,9
"64","Java","2009-05-06",2,0,4,9097,1080,0,0.000219852698691876,2009,5
"65","Java","2012-02-17",3431,1583,1266,3947662,553743,0.00285872688232628,0.000869122027164433,2012,2
"66","Java","2010-04-12",8618,2704,113,32667,7034,0.384418538527154,0.263813634554749,2010,4
"67","Java","2011-12-29",327,175,109,116553,42655,0.00410268432774587,0.00280559058968881,2011,12
"68","Java","2011-10-09",2360,1764,315,73435,8142,0.216654384672071,0.0321372642472935,2011,10
"69","Java","2011-06-23",9073,2641,326,51853,13356,0.197738843965259,0.174975411258751,2011,6
"70","Java","2011-02-13",1020,222,37,1210501,139767,0.00158835776685484,0.000842626317532988,2011,2
"71","Java","2009-07-29",781,594,30,88367,17749,0.033466674178827,0.00883814093496441,2009,7
"72","Java","2009-02-25",51,15,3,226030,31923,0.00046988065031482,0.000225633765429368,2009,2
"73","Java","2011-11-03",1873,802,262,17774,4714,0.170131523122613,0.105378642961629,2011,11
"74","Java","2010-08-27",32721,14771,184,59657,18989,0.777871399231134,0.548485508825452,2010,8
"75","Java","2010-10-22",27,11,7,16568,3525,0.00312056737588652,0.00162964751327861,2010,10
"76","Java","2012-02-09",4943,2490,1437,33900,11474,0.21701237580617,0.145811209439528,2012,2
"77","Java","2010-05-24",29066,13965,109,75424,19036,0.733610002101282,0.385368052609249,2010,5
"78","Java","2011-09-07",446,138,72,1205936,230254,0.000599338122247605,0.00036983720529116,2011,9
"79","Java","2009-10-25",3453,1322,82,2375308,233233,0.00566815159089837,0.00145370621409939,2009,10
"80","Java","2010-11-15",226,84,68,27696,6796,0.0123602118893467,0.00816002310803004,2010,11
"81","Java","2009-07-28",24,9,1,75694,12886,0.000698432407263697,0.000317066081855893,2009,7
"82","Java","2010-03-08",210,51,5,39085,7783,0.00655274315816523,0.005372905206601,2010,3
"83","Java","2010-10-05",267,87,18,48439,6316,0.0137745408486384,0.005512087367617,2010,10
"84","Java","2011-06-06",1855,376,106,105252,17654,0.0212982893395265,0.0176243681830274,2011,6
"85","Java","2011-12-24",3385,2612,138,67589,8027,0.325401769029525,0.050082113953454,2011,12
"86","Java","2012-01-07",8988,699,221,43742,6364,0.109836580766813,0.205477573041928,2012,1
"87","Java","2010-11-03",4534,1679,175,151919,17741,0.0946395355391466,0.0298448515327247,2010,11
"88","Java","2011-02-02",6108,2282,286,95743,32555,0.070096759330364,0.0637957866371432,2011,2
"89","Java","2010-12-28",47,28,10,4102594,2351517,1.19072071347985e-05,1.14561665131865e-05,2010,12
"90","Java","2011-05-21",766,260,85,35463,3739,0.069537309441027,0.0215999774412768,2011,5
"91","Java","2012-02-22",2630,1787,1221,59946,35373,0.0505187572442258,0.0438728188703166,2012,2
"92","Java","2010-02-02",409,160,21,2940,797,0.200752823086575,0.139115646258503,2010,2
"93","Java","2011-09-28",504,154,95,25601,6453,0.0238648690531536,0.0196867309870708,2011,9
"94","Java","2010-09-01",159,52,11,39871,6987,0.0074423930156004,0.00398786085124527,2010,9
"95","Java","2010-07-01",22,5,1,7951,1391,0.00359453630481668,0.00276694755376682,2010,7
"96","Java","2012-01-03",1672,691,522,46758,8245,0.0838083687083081,0.035758586765901,2012,1
"97","Java","2011-06-28",2561,796,227,17900,6081,0.130899523104753,0.143072625698324,2011,6
"98","Java","2011-07-23",1492,833,65,94867,13057,0.0637971969058742,0.0157272813517872,2011,7
"99","Java","2012-01-16",2771,1217,711,245102,23952,0.050809953239813,0.0113054973031636,2012,1
"100","Java","2011-08-21",12245,5407,275,22652,7730,0.699482535575679,0.540570369062334,2011,8
"101","Java","2010-03-07",106,49,15,15454,3730,0.0131367292225201,0.0068590656140805,2010,3
"102","Java","2009-09-15",15,12,2,20909,4217,0.00284562485179037,0.000717394423454015,2009,9
"103","Java","2009-03-17",310,100,7,216262,40843,0.0024483999706192,0.00143344646771046,2009,3
"104","Java","2010-05-20",52,19,6,160449,47584,0.000399293880295898,0.000324090520975512,2010,5
"105","Java","2010-05-25",551,156,21,46117,5081,0.0307026175949616,0.0119478717175879,2010,5
"106","Java","2010-12-07",162563,31120,422,418673,49720,0.625905068382944,0.388281546696348,2010,12
"107","Java","2010-05-26",6625,1853,41,516966,64650,0.028662026295437,0.0128151561224529,2010,5
"108","Java","2011-07-06",736,259,113,54458,24614,0.0105224668887625,0.0135150023871607,2011,7
"109","Java","2011-10-10",1962,981,329,173570,32826,0.0298848473770791,0.0113037967390678,2011,10
"110","Java","2010-01-24",12,5,3,7946553,1158092,4.31744628233336e-06,1.51008871393672e-06,2010,1
"111","Java","2011-02-19",31237,9799,239,56632,12591,0.778254308633151,0.551578612798418,2011,2
"112","Java","2011-03-03",14847,5330,256,29699,8979,0.593607305936073,0.499915822081552,2011,3
"113","Java","2010-09-05",48823,14117,75,57360,19080,0.739884696016772,0.851168061366806,2010,9
"114","Java","2010-06-18",107,48,33,2618,958,0.0501043841336117,0.0408708938120703,2010,6
"115","Java","2010-10-02",187,133,20,917025,89290,0.00148952850263187,0.000203920285706497,2010,10
"116","Java","2009-08-15",13006,2355,31,13234,2395,0.983298538622129,0.982771648783437,2009,8
"117","Java","2010-02-17",116,22,2,26900,2746,0.00801165331391114,0.00431226765799256,2010,2
"118","Java","2009-01-25",12220,1460,28,100099,13711,0.106483845087886,0.122079141649767,2009,1
"119","Java","2009-05-19",240,87,15,18819,3095,0.0281098546042003,0.0127530687071577,2009,5
"120","Java","2008-07-21",19,6,1,5190,808,0.00742574257425743,0.00366088631984586,2008,7
"121","Java","2010-08-26",9026,1949,50,161096,44135,0.0441599637475926,0.0560287033818344,2010,8
"122","Java","2009-12-21",6,1,1,5951,924,0.00108225108225108,0.00100823391026718,2009,12
"123","Java","2010-09-09",1924,1124,105,169099,17419,0.0645272403697112,0.0113779501948563,2010,9
"124","Java","2010-11-29",372,109,23,163588,16623,0.0065571798111051,0.00227400542827102,2010,11
"125","Java","2010-12-11",879,361,46,4038,891,0.405162738496072,0.217682020802377,2010,12
"126","Java","2010-11-24",1582,366,53,21790,3115,0.117495987158909,0.0726021110601193,2010,11
"127","Java","2010-03-09",989,533,24,19051,3934,0.135485510930351,0.051913285391843,2010,3
"128","Java","2010-04-08",35,7,3,32285,7606,0.000920326058374967,0.00108409478085798,2010,4
"129","Java","2011-10-27",1215,572,405,103527,37693,0.0151752314753402,0.0117360688516039,2011,10
"130","Java","2008-06-19",6,3,1,3600,1065,0.0028169014084507,0.00166666666666667,2008,6
"131","Java","2009-11-27",723,90,5,2722,500,0.18,0.265613519470977,2009,11
"132","Java","2010-08-15",371,101,13,550418,35496,0.00284539102997521,0.00067403318932157,2010,8
"133","Java","2011-08-17",850,413,222,22875,5533,0.0746430507861919,0.0371584699453552,2011,8
"134","Java","2010-11-17",20410,8593,143,119749,26562,0.323507266019125,0.170439836658344,2010,11
"135","Java","2011-07-22",33594,12073,425,78420,18777,0.642967460190659,0.428385615914308,2011,7
"136","Java","2009-07-24",206,14,14,199582,25859,0.000541397579179396,0.0010321572085659,2009,7
"137","Java","2011-02-12",29,5,8,92613,24043,0.000207960737012852,0.000313130985930701,2011,2
"138","Java","2009-04-14",223,68,4,40436,7601,0.00894619129061966,0.00551488772381047,2009,4
"139","Java","2009-09-12",2127,670,30,6526,1359,0.493009565857248,0.325927060986822,2009,9
"140","Java","2012-02-10",4696,1449,982,128573,16319,0.0887922054047429,0.036523998040024,2012,2
"141","Java","2009-10-27",61,12,9,46180,8477,0.00141559513979002,0.00132091814638372,2009,10
"142","Java","2009-03-29",2,0,1,134205,23205,0,1.4902574419731e-05,2009,3
"143","Java","2011-11-17",420,228,128,146223,16833,0.0135448226697558,0.00287232514720666,2011,11
"144","Java","2008-08-08",3,3,1,84,17,0.176470588235294,0.0357142857142857,2008,8
"145","Java","2010-11-02",75,30,14,161165,94690,0.000316823318196219,0.000465361585952285,2010,11
"146","Java","2010-05-14",531,70,15,350399,93733,0.000746802086778402,0.00151541528371942,2010,5
"147","Java","2009-12-27",20,5,1,7416,1064,0.00469924812030075,0.00269687162891046,2009,12
"148","Java","2011-01-08",14,6,4,17799,2839,0.00211342021838676,0.000786561042755211,2011,1
"149","Java","2012-03-10",2050,1645,1705,80721,21450,0.0766899766899767,0.0253961174911114,2012,3
"150","Java","2011-07-02",1597,745,72,25420,6637,0.112249510320928,0.0628245476003147,2011,7
"151","Java","2009-04-02",91,18,2,347,90,0.2,0.262247838616715,2009,4
"152","Java","2009-09-03",283,104,9,40078,4601,0.0226037817865681,0.00706123060032936,2009,9
"153","Java","2011-05-05",3722,626,47,251443,25728,0.0243314676616915,0.0148025596258397,2011,5
"154","Java","2011-08-07",31,24,13,75698,22986,0.00104411380840512,0.000409522048138656,2011,8
"155","Java","2011-01-03",3500,351,66,1557746,615869,0.000569926396685009,0.00224683613374709,2011,1
"156","Java","2010-10-29",122,23,26,78978,11014,0.00208825131650626,0.00154473397655043,2010,10
"157","Java","2010-04-23",6,3,1,106762,12828,0.000233863423760524,5.61997714542628e-05,2010,4
"158","Java","2011-09-29",774,318,157,101549,20222,0.0157254475323905,0.00762193620813597,2011,9
"159","Java","2011-07-21",467,220,83,647071,86734,0.00253649088016234,0.000721713691387807,2011,7
"160","Java","2010-02-23",13007,2606,61,30845,10223,0.254915386872738,0.421689090614362,2010,2
"161","Java","2011-02-20",2216,1522,129,529063,143716,0.0105903309304462,0.004188537092936,2011,2
"162","Java","2009-10-06",7,4,2,15700,2841,0.00140795494544175,0.000445859872611465,2009,10
"163","Java","2010-12-23",154,74,6,129437,36198,0.00204431184043317,0.00118976799524093,2010,12
"164","Java","2009-01-12",126319,28722,156,196866,38516,0.745716066050473,0.641649650015747,2009,1
"165","Java","2010-06-10",1871,822,47,154719,11034,0.0744970092441544,0.0120928909830079,2010,6
"166","Java","2010-07-14",347,139,33,65243,8153,0.0170489390408439,0.00531857823827844,2010,7
"167","Java","2010-08-05",10088,5992,98,55290,12427,0.482175907298624,0.182456140350877,2010,8
"168","Java","2011-10-13",344,200,91,1161447,133429,0.00149892452165571,0.000296182262298667,2011,10
"169","Java","2011-03-14",456,140,39,159323,33959,0.0041226184516623,0.00286211030422475,2011,3
"170","Java","2009-11-07",313,48,2,121357,11480,0.00418118466898955,0.00257916725034403,2009,11
"171","Java","2010-11-18",488,194,66,384776,98138,0.00197680816808983,0.00126827037029337,2010,11
"172","Java","2011-08-08",5062,2895,541,33833,10039,0.288375336188863,0.149617237608252,2011,8
"173","Java","2012-02-27",3968,1848,1279,58369,13538,0.136504653567735,0.0679812914389488,2012,2
"174","Java","2010-10-27",66,22,9,946537,200454,0.000109750865535235,6.97278606118937e-05,2010,10
"175","Java","2010-04-17",19,14,4,141912,23401,0.000598265031408914,0.000133885788375895,2010,4
"176","Java","2009-11-02",43,23,11,401190,31233,0.000736400601927449,0.000107181136120043,2009,11
"177","Java","2010-08-09",553,168,94,37658,6190,0.027140549273021,0.0146847947315311,2010,8
"178","Java","2010-01-04",9478,2084,37,7164200,1872017,0.00111323775371698,0.00132296697467966,2010,1
"179","Java","2012-01-29",3134,1709,352,1203585,73094,0.0233808520535201,0.00260388755260326,2012,1
"180","Java","2010-04-14",1473,501,25,618448,125760,0.0039837786259542,0.0023817685561276,2010,4
"181","Java","2011-01-12",84,34,17,100756,11330,0.0030008826125331,0.000833697248799079,2011,1
"182","Java","2009-10-22",16,7,1,24633,6579,0.0010639914880681,0.000649535176389396,2009,10
"183","Java","2010-10-14",2794,369,58,12082,3130,0.117891373801917,0.231253103790763,2010,10
"184","Java","2011-12-10",239,166,71,21604,5791,0.0286651700915213,0.0110627661544158,2011,12
"185","Java","2010-08-04",241,121,12,131827,10085,0.0119980168567179,0.00182815356489945,2010,8
"186","Java","2010-04-16",15486,5380,192,221105,60747,0.0885640443149456,0.0700391216842677,2010,4
"187","Java","2010-09-16",1763,182,49,231240,41019,0.00443696823423292,0.0076241134751773,2010,9
"188","Java","2011-11-25",256,150,71,130285,13445,0.0111565637783563,0.00196492305330621,2011,11
"189","Java","2011-09-17",852587,59793,419,1042510,126796,0.471568503738288,0.817821411785019,2011,9
"190","Java","2009-11-19",32967,1773,60,37979,2914,0.608442004118051,0.868032333658074,2009,11
"191","Java","2009-09-29",304,82,5,1303183,136939,0.000598806767976982,0.000233274989007684,2009,9
"192","Java","2010-10-17",448,214,15,137111,13881,0.0154167567178157,0.0032674256624195,2010,10
"193","Java","2008-07-23",883,304,9,312752,70115,0.00433573415103758,0.00282332327211337,2008,7
"194","Java","2010-08-07",39,17,17,16081,1756,0.00968109339407745,0.00242522231204527,2010,8
"195","Java","2011-12-31",201,123,60,13558,2132,0.0576923076923077,0.014825195456557,2011,12
"196","Java","2011-04-06",3322,692,90,947955,127555,0.00542511073654502,0.00350438575670786,2011,4
"197","Java","2010-07-12",3002,880,56,431101,114443,0.00768941743924923,0.00696356538259016,2010,7
"198","Java","2010-07-18",801,605,20,14060,4738,0.1276910088645,0.0569701280227596,2010,7
"199","Java","2010-07-02",338,114,10,23028,4599,0.0247879973907371,0.0146777835678305,2010,7
"200","Java","2011-04-10",7183,1813,84,103631,17308,0.104749248902242,0.0693132363867955,2011,4
"201","Java","2009-01-31",2614,809,25,7777,1418,0.570521861777151,0.336119326218336,2009,1
"202","Java","2010-09-26",685,456,35,24379,13193,0.0345637838247555,0.0280979531564051,2010,9
"203","Java","2009-06-03",1,1,1,42049,4921,0.000203210729526519,2.37817784013889e-05,2009,6
"204","Java","2011-03-08",4346,1699,131,38961,4896,0.347017973856209,0.111547444880778,2011,3
"205","Java","2010-12-20",830,266,25,23452,2869,0.0927152317880795,0.0353914378304622,2010,12
"206","Java","2011-11-19",214,165,147,77423,12161,0.0135679631609243,0.00276403652661354,2011,11
"207","Java","2011-11-24",12367,3742,413,117421,18183,0.205796623219491,0.105321875984705,2011,11
"208","Java","2009-03-27",10737,2629,61,13904,3463,0.75916835114063,0.772223820483314,2009,3
"209","Java","2008-12-26",54,30,3,1518,130,0.230769230769231,0.0355731225296443,2008,12
"210","Java","2009-05-16",14,3,1,1716,209,0.0143540669856459,0.00815850815850816,2009,5
"211","Java","2012-03-05",13223,6437,3464,397452,58657,0.109739673014303,0.0332694262451818,2012,3
"212","Java","2009-09-19",15,8,1,234,55,0.145454545454545,0.0641025641025641,2009,9
"213","Java","2011-01-18",340,164,56,74708,9533,0.017203398720235,0.00455105209616105,2011,1
"214","Java","2011-12-08",1723,706,414,436218,33491,0.0210802902272252,0.00394985993241911,2011,12
"215","Java","2009-09-25",79435,64494,301,2399975,242850,0.265571340333539,0.0330982614402233,2009,9
"216","Java","2011-05-24",297,99,68,135471,24901,0.00397574394602626,0.00219235113050025,2011,5
"217","Java","2009-10-13",14,6,2,35572,3739,0.00160470714094678,0.00039356797481165,2009,10
"218","Java","2009-11-08",8413,1221,21,30719,5957,0.204968944099379,0.273869592109118,2009,11
"219","Java","2009-09-09",53236,18894,152,70630,21146,0.893502317223115,0.753730709330313,2009,9
"220","Java","2011-01-27",322,177,47,12862,4739,0.0373496518252796,0.025034986782771,2011,1
"221","Java","2010-04-05",368,69,23,20926,3013,0.0229007633587786,0.0175857784574214,2010,4
"222","Java","2011-09-30",100832,17381,638,2427186,352086,0.0493657799514891,0.0415427577449771,2011,9
"223","Java","2010-03-12",56,19,4,183891,24352,0.000780223390275953,0.000304528225959944,2010,3
"224","Java","2010-01-29",937,312,19,105401,12139,0.0257022819013098,0.00888985872999307,2010,1
"225","Java","2011-10-04",3750,1770,447,115164,47155,0.0375357862368784,0.0325622590392831,2011,10
"226","Java","2011-08-09",2617,1139,207,248702,79875,0.0142597809076682,0.0105226335132005,2011,8
"227","Java","2009-06-01",1,1,1,23686,2093,0.000477783086478739,4.22190323397788e-05,2009,6
"228","Java","2012-03-16",4502,3584,3155,36095,20618,0.173828693374721,0.124726416401164,2012,3
"229","Java","2010-12-25",1,1,1,8006,2556,0.000391236306729264,0.000124906320259805,2010,12
"230","Java","2011-11-05",315,155,150,111091,16748,0.00925483639837592,0.00283551322789425,2011,11
"231","Java","2010-12-10",404,150,33,84781,8904,0.0168463611859838,0.00476521862209693,2010,12
"232","Java","2009-11-29",190,39,15,3029,499,0.0781563126252505,0.0627269725982172,2009,11
"233","Java","2010-01-06",13,6,3,17493,2292,0.00261780104712042,0.00074315440461899,2010,1
"234","Java","2010-10-09",14,6,5,33614,4681,0.00128177739799188,0.00041649312786339,2010,10
"235","Java","2012-03-23",3998,2882,2471,543937,161635,0.017830296656046,0.00735011591415918,2012,3
"236","Java","2009-07-26",252,48,3,288560,87343,0.000549557491728015,0.000873301912947047,2009,7
"237","Java","2011-06-20",4399,1179,1310,186803,22707,0.0519223147047166,0.0235488723414506,2011,6
"238","Java","2009-06-16",2,1,1,43072,7608,0.000131440588853838,4.64338781575037e-05,2009,6
"239","Java","2011-05-17",862,288,86,255140,39905,0.00721714070918431,0.00337853727365368,2011,5
"240","Java","2010-04-11",735,120,16,173959,12674,0.00946820261953606,0.00422513350847039,2010,4
"241","Java","2010-10-30",226,89,31,8120,2850,0.0312280701754386,0.0278325123152709,2010,10
"242","Java","2010-07-23",250,110,20,111269,15667,0.00702112721005936,0.00224680728684539,2010,7
"243","Java","2011-11-10",4750,2132,276,46108,11984,0.177903871829105,0.103018998872213,2011,11
"244","Java","2011-07-19",3942,1716,360,101009,18200,0.0942857142857143,0.0390262253858567,2011,7
"245","Java","2009-12-17",17,2,1,2772829,265998,7.51885352521448e-06,6.1309226064788e-06,2009,12
"246","Java","2011-09-16",1843,295,85,115736,11752,0.0251021102791014,0.0159241722540955,2011,9
"247","Java","2010-04-20",9,2,1,119418,23314,8.57853650167281e-05,7.53655227855097e-05,2010,4
"248","Java","2010-07-10",30,16,5,70433,16389,0.000976264567697846,0.000425936705805517,2010,7
"249","Java","2011-10-15",200,92,58,78760,15793,0.00582536566833407,0.00253936008125952,2011,10
"250","Java","2011-09-04",9149,2026,178,1658739,262967,0.00770438876360912,0.00551563567264048,2011,9
"251","Java","2010-12-12",7384,4603,361,35227,10782,0.426915229085513,0.209611945382803,2010,12
"252","Java","2009-05-25",1285,511,67,26487,5370,0.0951582867783985,0.048514365537811,2009,5
"253","Java","2010-11-21",380,148,34,26421,3126,0.0473448496481126,0.0143824987699179,2010,11
"254","Java","2009-12-15",12,4,1,12541,1716,0.00233100233100233,0.0009568614942987,2009,12
"255","Java","2010-02-04",24,9,2,29260,5973,0.00150678051230537,0.000820232399179768,2010,2
"256","Java","2010-02-05",63,6,2,67536,18527,0.000323851675932423,0.000932835820895522,2010,2
"257","Java","2011-04-14",13262,6015,396,117352,32035,0.18776338379897,0.113010430158838,2011,4
"258","Java","2008-10-20",214,41,6,2781,614,0.0667752442996743,0.0769507371449119,2008,10
"259","Java","2008-03-21",46,8,2,153682,28579,0.000279925819657791,0.000299319373771815,2008,3
"260","Java","2008-08-21",67,9,2,3254,489,0.0184049079754601,0.0205900430239705,2008,8
"261","Java","2008-06-13",4,2,1,15680,3018,0.000662690523525514,0.000255102040816327,2008,6
"262","Java","2010-10-25",97776,27612,693,148072,36248,0.761752372544692,0.66032740828786,2010,10
"263","Java","2010-03-27",5,3,2,1284,377,0.00795755968169761,0.00389408099688474,2010,3
"264","Java","2012-02-23",28649,13022,1081,88646,25820,0.504337722695585,0.323184351239763,2012,2
"265","Java","2008-09-26",208,78,26,819,234,0.333333333333333,0.253968253968254,2008,9
"266","Java","2012-01-25",2117,924,694,90391,14728,0.0627376425855513,0.0234204732772068,2012,1
"267","Java","2011-04-18",20031,2890,92,2853163,273266,0.0105757759838399,0.00702062938570281,2011,4
"268","Java","2010-06-17",3548,700,49,27415,2751,0.254452926208651,0.12941820171439,2010,6
"269","Java","2012-03-14",7744,5010,4368,429596,75726,0.0661595753109896,0.0180262386055736,2012,3
"270","Java","2010-09-13",955,245,91,7202426,1299844,0.000188484156560326,0.000132594212005788,2010,9
"271","Java","2009-12-08",34640,5309,107,81241,11963,0.443785003761598,0.42638569195357,2009,12
"272","Java","2008-04-08",136,32,8,488,105,0.304761904761905,0.278688524590164,2008,4
"273","Java","2012-02-21",1968,1143,959,351500,37521,0.0304629407531782,0.00559886201991465,2012,2
"274","Java","2009-11-04",136,36,7,459130,72250,0.000498269896193772,0.000296212401716289,2009,11
"275","Java","2010-12-27",74744,24406,383,524397,70093,0.348194541537671,0.142533233409039,2010,12
"276","Java","2010-12-26",153,39,10,13796,2629,0.0148345378470901,0.0110901710640765,2010,12
"277","Java","2011-06-13",1861,905,142,28031,6543,0.138315757297876,0.0663907816346188,2011,6
"278","Java","2008-10-31",2,3,1,39195,10116,0.00029655990510083,5.10269166985585e-05,2008,10
"279","Java","2010-09-14",16,6,3,9212196,1896414,3.16386611784136e-06,1.73682800496212e-06,2010,9
"280","Java","2009-06-22",47,47,47,19531,4434,0.0105999097880018,0.00240643080231427,2009,6
"281","Java","2010-05-29",62,33,5,292461,36663,0.0009000900090009,0.000211994077842858,2010,5
"282","Java","2009-07-25",8,3,2,7741,903,0.00332225913621262,0.00103345820953365,2009,7
"283","Java","2010-01-26",241373,86103,661,275792,96268,0.894409357211119,0.875199425654116,2010,1
"284","Java","2010-04-27",2,2,1,54291,15012,0.000133226751931788,3.68385183547918e-05,2010,4
"285","Java","2009-10-10",1,1,1,5684,775,0.00129032258064516,0.000175932441942294,2009,10
"286","Java","2011-04-15",631,236,109,120242,14096,0.0167423382519864,0.00524775037008699,2011,4
"287","Java","2009-07-30",116,23,2,43371,13626,0.00168794950829297,0.00267459823384289,2009,7
